,index,timePeriod,processedText
31196,1684,2000-01-01,noble viscount ancestor seem good striking deal
31197,3809,2000-01-01,charles kennedy indicate dissent
31198,1165,2000-01-01,anything document encourage health authority primary care trust consider bring back service wrongly take away
31199,3239,2000-01-01,appreciate noble lord mccarthy affect whole position recognition
31200,4765,2000-01-01,avenue open someone else extradite britain sentencing system even judicial procedure match exactly
31201,4556,2000-01-01,get heart procurement way improve quality procurement
31202,8003,2000-01-01,part new regulation keep hfe act
31203,3546,2000-01-01,suffice know untrue
31204,1564,2000-01-01,threaten breach contract engage agreement break contract tort
31205,1870,2000-01-01,darling latter point
31206,4467,2000-01-01,salesman tell hand key feature document hand sell product customer really read
31207,3198,2000-01-01,review well way trust legislation fit purpose take forward
31208,4736,2000-01-01,kind malpractice
31209,7076,2000-01-01,confine uk affect rest world especially country western hemisphere rather well financial term
31210,9678,2000-01-01,first ask government policy political support island state south pacific
31211,8942,2000-01-01,secretary state response government work hard ensure extension franchise gibraltar achieve election
31212,7281,2000-01-01,strong case apply year principle form benefit
31213,6346,2000-01-01,timing debate important soon opportunity resolve matter
31214,5004,2000-01-01,always worth state fact correctly
31215,3441,2000-01-01,many honour speak dispatch box spend enjoyable period respective whip office
31216,2227,2000-01-01,active involvement area government office region
31217,1076,2000-01-01,occasion child readopted
31218,4514,2000-01-01,wholly honest recognise comparison activity refer defend favourable fox hunting
31219,1825,2000-01-01,commend
31220,2785,2000-01-01,ask statement health secretary
31221,407,2000-01-01,indeed unable suspect none succeed
31222,5982,2000-01-01,part work happily meet
31223,5462,2000-01-01,want disfranchise honest voter identity card effective hard forge produce properly smart card
31224,5452,2000-01-01,odpm always remind
31225,3909,2000-01-01,probe amendment
31226,582,2000-01-01,lord bassam brighton grateful noble lord lord thomas table amendment
31227,7872,2000-01-01,ask put name amendment
31228,4479,2000-01-01,look website find page extremely toxic chemical
31229,5271,2000-01-01,lord prior lord grateful minister give way
31230,7036,2000-01-01,answer get time wait
31231,6473,2000-01-01,provide vaccine appropriate strain consider first priority use preventive vaccination
31232,1070,2000-01-01,accord police ambush defence occur cent contested case end verdict guilty cent case end verdict guilty
31233,4319,2000-01-01,necessarily anything problem
31234,7545,2000-01-01,truth conservative government make proposal labour liberal democrat seek vehemently oppose
31235,3146,2000-01-01,course prepare report interview senior official experian major provider information discuss
31236,4961,2000-01-01,existing provision work stand
31237,8589,2000-01-01,fee office ssrb set aside type travel
31238,8048,2000-01-01,whole unite need swift end sanction appropriate
31239,1692,2000-01-01,boy remember cod land sea vessel shore vessel long tall
31240,4387,2000-01-01,simply understand parliament council police community safety form respond demonstrate side
31241,4922,2000-01-01,want system bring direct funding school
31242,2473,2000-01-01,bbc reject option
31243,1670,2000-01-01,felt priority lay
31244,9462,2000-01-01,lord dholakia lord like much enjoy contribution reverend prelate bishop birmingham
31245,329,2000-01-01,get property back system quickly possible
31246,9882,2000-01-01,home office responsible burial law law regulate cemetery responsible statutory provision bearing cemetery
31247,6794,2000-01-01,appear market science park area work require imperial college science technology medicine
31248,2113,2000-01-01,many thing still really travesty describe policy previous government way honourable deputy prime minister describe
31249,2135,2000-01-01,disagree
31250,7561,2000-01-01,often find constituency people angry fraud community working family often low income want taxpayer money spend properly
31251,8023,2000-01-01,start
31252,563,2000-01-01,remark need challenge government well time hope devote career cause
31253,8178,2000-01-01,even lead country constituent province cause massive upheaval
31254,7601,2000-01-01,lord lamont lerwick
31255,207,2000-01-01,noble baroness raise important point
31256,5954,2000-01-01,ensure scrutiny committee seek
31257,837,2000-01-01,mean compare like
31258,7607,2000-01-01,serve well past future
31259,7655,2000-01-01,powerful moral case war probably always case put liberal democrat today
31260,5841,2000-01-01,assumption election sunday almost certainly violently rig mugabe prime minister everything power ensure smart sanction introduce quickly possible many country ally possible
31261,7453,2000-01-01,however pass duty people wale support hope succeed
31262,9747,2000-01-01,however appropriate time detailed discussion issue draft bill publish spring
31263,4496,2000-01-01,report footpath run top flood defence bank ouse wash people bank clearly visible winter passage breeding wader wildfowl
31264,5027,2000-01-01,health social service committee school early learning committee assembly conclude joint meeting march child commissioner promote child raise profile child issue take overview impact policy procedure child service
31265,7448,2000-01-01,accept minister argument potentially pernicious amendment wholly unintended
31266,7603,2000-01-01,various reason give appear fluid response attempt get information bid secretive
31267,8304,2000-01-01,noble lord clearly indicate division committee speak
31268,4452,2000-01-01,opportunity discuss barmy idea binger sober give hour night vertical drink factory licensing act guidance approve
31269,5454,2000-01-01,angus interested know speak conference display operator hold constituency fact national firework hold constituency year learn insurance issue real
31270,8292,2000-01-01,salute include big hector county fermanagh
31271,6534,2000-01-01,much curate egg manky meat sandwich
31272,2491,2000-01-01,hand ever withhold legislation want introduce new session
31273,7761,2000-01-01,big misjudgment however surely saddam desperately hop cavalry french cuirassier german uhlans hussar lancer dragoon therussian imperial cossack ride assistance
